incrocio,incidenti,morti,feriti,lat,lon,score
LARGO S. GERARDO MAIELLA x VIA FRANCESCO FERRAIRONI,1,0.0,1.0,41.8809,12.5573,6.0
VIA ACCADEMIA DEGLI AGIATI x VIA VITTORE CARPACCIO,1,0.0,1.0,41.8494,12.4924,6.0
VIA BOVALINO x VIA DOMANICO,1,0.0,1.0,41.8695,12.6891,6.0
VIA ARISTIDE STADERINI x VIA GIORGIO ENRICO FALCK,1,0.0,1.0,41.8909,12.5872,6.0
PASSEGGIATA DI RIPETTA x VIA DEL VANTAGGIO,1,0.0,1.0,41.9086,12.4746,6.0
PASSEGGIATA DI RIPETTA x VIA DEL FIUME,1,0.0,1.0,41.9083,12.4746,6.0
PASSEGGIATA DI RIPETTA x VIA ANGELO BRUNETTI,1,0.0,1.0,41.9093,12.4751,6.0
LARGO SERGIO PUGLIESE x VIA CORRADO ALVARO,1,0.0,1.0,41.947,12.5535,6.0
PASSEGGIATA DEL GIANICOLO x VIA GARIBALDI,1,0.0,1.0,41.8889,12.4636,6.0
VIA ACERENZA x VIA APPIA NUOVA,1,0.0,1.0,41.8417,12.5515,6.0
VIA BORGO VELINO x VIA CASTRO DEI VOLSCI,1,0.0,1.0,41.8657,12.5326,6.0
PARCO DEGLI SCIPIONI x VIA OTTAVIANO,1,0.0,1.0,41.9078,12.4579,6.0
LARGO SPARTACO x VIA DEL QUADRARO,1,0.0,1.0,41.8588,12.5539,6.0
LARGO TELESE x VIA PRENESTINA,1,0.0,1.0,41.8932,12.5468,6.0
VIA ARISTIDE CARABELLI x VIA ISOLE DEL CAPO VERDE,1,0.0,1.0,41.7379,12.2744,6.0
VIA ALBERTO BURRI x VIA LUCREZIA ROMANA,1,0.0,1.0,41.8306,12.5799,6.0
VIA ARISTEO x VIA VERTUMNO,1,0.0,1.0,41.9122,12.5504,6.0
PIAZZA GIUSEPPE MAZZINI x VIA GIUSEPPE FERRARI,1,0.0,1.0,41.9155,12.4639,6.0
VIA ARDEATINA x VIA POMARICO,1,0.0,1.0,41.8297,12.5181,6.0
VIA ARDEATINA x VIA STANISLAO SOLARI,1,0.0,1.0,41.8131,12.5255,6.0
PIAZZA ANTONIO FRADELETTO x VIA DI S. MARIA DELLA SPERANZA,1,0.0,1.0,41.9586,12.5214,6.0
VIA ARDEATINA x VIA UBALDO MONTELATICI,1,0.0,1.0,41.7955,12.5347,6.0
VIA ARDEATINA x VICOLO DELLE SETTE CHIESE,1,0.0,1.0,41.8577,12.5102,6.0
SOTTOVIA IGNAZIO GUIDI x VIALE CASTRO PRETORIO,1,0.0,1.0,41.9096,12.5014,6.0
VIA BRUMANO x VIA LUZZANA,1,0.0,1.0,41.9435,12.3832,6.0
VIA BRACCIO DA MONTONE x VIA GIOVANNI BRANCALEONE,1,0.0,1.0,41.8893,12.5311,6.0
VIA BRESCIA x VIA SAVOIA,1,0.0,1.0,41.9133,12.4998,6.0
VIA BRENTA x VIA TAGLIAMENTO,1,0.0,1.0,41.9193,12.5019,6.0
TANGENZIALE EST x VIALE DI TOR DI QUINTO,1,0.0,1.0,41.9447,12.4785,6.0
LARGO PRENESTE x VIA DI ACQUA BULLICANTE,1,0.0,1.0,41.8918,12.5418,6.0
PIAZZA GIUSEPPE GIOACHINO BELLI x VIA CICERONE,1,0.0,1.0,41.9066,12.469,6.0
VIA ARETUSA x VIA RENATO GUTTUSO,1,0.0,1.0,41.9101,12.6044,6.0
PIAZZA GIROLAMO FABRIZIO x VIA ANDREA CESALPINO,1,0.0,1.0,41.9107,12.5091,6.0
PIAZZA GIOVINE ITALIA x VIALE ANGELICO,1,0.0,1.0,41.9172,12.4586,6.0
LUNGOMARE DUILIO x VIA DEI TIMONI,1,0.0,1.0,41.721,12.2988,6.0
VIA ARMANDO ARMUZZI x VIA DELLA STAZIONE VECCHIA,1,0.0,1.0,41.7313,12.2794,6.0
VIA BIXIO x VIA GIOVANNI GIOLITTI,1,0.0,1.0,41.8965,12.507,6.0
LARGO VIRGILIO BROCCHI x VIA GIUSEPPE CASALINUOVO,1,0.0,1.0,41.8435,12.4899,6.0
VIA AGRIGENTO x VIA COMO,1,0.0,1.0,41.9094,12.516,6.0
PIAZZA ELIO CALLISTIO x VIA HOMS,1,0.0,1.0,41.9296,12.5226,6.0
LUNGOTEVERE SALVO D'ACQUISTO x PIAZZALE CARDINAL CONSALVI,1,0.0,1.0,41.9346,12.4674,6.0
VIA BIORDO MICHELOTTI x VIA PRENESTINA,1,0.0,1.0,41.8925,12.5379,6.0
LUNGOMARE AMERIGO VESPUCCI x VIA GUIDO BOGGIANI,1,0.0,1.0,41.7084,12.3317,6.0
VIA BIANCAVILLA x VIA REALMONTE,1,0.0,1.0,41.8647,12.6694,6.0
VIA BIAGIO PETROCELLI x VIA GIUSEPPE MARANINI,1,0.0,1.0,41.8391,12.6088,6.0
LUNGOTEVERE RIPA x VIA DEI VASCELLARI,1,0.0,1.0,41.888,12.4788,6.0
VIA AGOSTINO DEPRETIS x VIA URBANA,1,0.0,1.0,41.8972,12.4949,6.0
VIA BERNARDO DA BIBBIENA x VIA PIERO BASADONNA,1,0.0,1.0,41.9165,12.4116,6.0
VIA ARTURO MALIGNANI x VIA CALTAGIRONE,1,0.0,1.0,41.9108,12.6533,6.0
LUNGOMARE DUILIO x PIAZZALE MEDITERRANEO,1,0.0,1.0,41.721,12.2988,6.0
VIA BERNARDINO ZENDRINI x VIA CRISTOFORO SABBADINO,1,0.0,1.0,41.8201,12.3156,6.0
VIA BIXIO x VIA PRINCIPE EUGENIO,1,0.0,1.0,41.8937,12.508,6.0
VIA ARNO x VIA TAGLIAMENTO,1,0.0,1.0,41.9181,12.5016,6.0
LARGO VERCELLI x PIAZZA DEI RE DI ROMA,1,0.0,1.0,41.882,12.5149,6.0
LARGO VALSABBIA x VIA VAL D'ALA,1,0.0,1.0,41.9438,12.5166,6.0
VIA BORGHESIANA x VIA IACURSO,1,0.0,1.0,41.8765,12.6724,6.0
VIA BORGHESIANA x VIA GIZZERIA,1,0.0,1.0,41.8723,12.6751,6.0
LUNGOTEVERE VITTORIO GASSMAN x VIA TIRONE,1,0.0,1.0,41.8692,12.4725,6.0
LARGO TRIONFALE x VIALE DELLE MEDAGLIE D'ORO,1,0.0,1.0,41.9103,12.4463,6.0
VIA AL QUARTO MIGLIO x VIA LAURENZANA,1,0.0,1.0,41.8449,12.5476,6.0
VIA ACHILLE CAMPANILE x VIA CORRADO GOVONI,1,0.0,1.0,41.8151,12.475,6.0
VIA BONCOMPAGNI x VIA QUINTINO SELLA,1,0.0,1.0,41.9086,12.4946,6.0
VIA BOEZIO x VIA TERENZIO,1,0.0,1.0,41.9066,12.4631,6.0
VIA BONAVENTURA TECCHI x VIA SALVATORE DI GIACOMO,1,0.0,1.0,41.8455,12.4869,6.0
LUNGOTEVERE TOR DI NONA x VIA DEL MASTRO,1,0.0,1.0,41.9013,12.4676,6.0
PIAZZA GIOVANNI DA VERRAZZANO x VIA DI SANTA GALLA,1,0.0,1.0,41.868,12.4887,6.0
LARGO VENTUNO APRILE x VIA CARLO FEA,1,0.0,1.0,41.9181,12.5194,6.0
VIA AL QUARTO MIGLIO x VIA APPIA NUOVA,1,0.0,1.0,41.8448,12.5514,6.0
VIA ACHILLE GRANDI x VIA GIOVANNI GIOLITTI,1,0.0,1.0,41.8965,12.507,6.0
PIAZZA DI PORTA PORTESE x VIA DI PORTA PORTESE,1,0.0,1.0,41.884,12.4742,6.0
LUNGOTEVERE DI PIETRA PAPA x VIA PIETRO BLASERNA,1,0.0,1.0,41.8629,12.4743,6.0
VIA CASSIA x VIA SANTI COSMA E DAMIANO,1,0.0,1.0,41.9661,12.4415,6.0
VIA CASILINA x VIA GALEAZZO ALESSI,1,0.0,1.0,41.883,12.5337,6.0
PIAZZALE DEL CARAVAGGIO x VIA GIORGIONE,1,0.0,1.0,41.8509,12.4928,6.0
VIA ANTONIETTA BISCARRA x VIA DELL'ARCHEOLOGIA,1,0.0,1.0,41.8773,12.6301,6.0
VIA CASILINA x VIA GIAN CRISTOFORO ROMANO,1,0.0,1.0,41.8641,12.6065,6.0
PIAZZA RAGUSA x VIA MIRANDOLA,1,0.0,1.0,41.8814,12.5234,6.0
CIRCONVALLAZIONE TRIONFALE x VIA MARSILIO FICINO,1,0.0,1.0,41.9116,12.4497,6.0
PIAZZA DI DONNA OLIMPIA x VIA FEDERICO OZANAM,1,0.0,1.0,41.8768,12.4492,6.0
VIA ANGELO MARABINI x VIA RAFFAELE DE FERRARI,1,0.0,1.0,41.8637,12.65,6.0
VIA ANTISTIO x VIALE ANICIO GALLO,1,0.0,1.0,41.8513,12.5661,6.0
CIRCONVALLAZIONE TRIONFALE x VIA TOMMASO CAMPANELLA,1,0.0,1.0,41.91,12.4493,6.0
CORSO TRIESTE x VIA CORSICA,1,0.0,1.0,41.9191,12.5093,6.0
PIAZZA DELLA REPUBBLICA x VIALE LUIGI EINAUDI,1,0.0,1.0,41.9026,12.4969,6.0
CIRCONVALLAZIONE CLODIA x VIA NAZARIO SAURO,1,0.0,1.0,41.9146,12.4522,6.0
C.NE OSTIENSE x VIA PROSPERO ALPINO,1,0.0,1.0,41.8674,12.4906,6.0
VIA ALFREDO NOBEL x VIA ANTONIO PACINOTTI,1,0.0,1.0,41.871,12.4675,6.0
VIA CESARE PASCUCCI x VIA UMBERTO GIORDANO,1,0.0,1.0,41.7412,12.3613,6.0
VIA ALFREDO BACCARINI x VIA MICHELE AMARI,1,0.0,1.0,41.8748,12.5152,6.0
VIA CHIANA x VIA TRONTO,1,0.0,1.0,41.9205,12.5049,6.0
PIAZZA S. GIOVANNI BATTISTA DE LA SALLE x VIA AURELIA,1,0.0,1.0,41.8986,12.4277,6.0
PIAZZA DEL PARLAMENTO x VIA DELLA MISSIONE,1,0.0,1.0,41.9024,12.4783,6.0
PIAZZA DELLA CONSOLAZIONE x VICO JUGARIO,1,0.0,1.0,41.891,12.4811,6.0
C.NE OSTIENSE x VIA CAFFARO,1,0.0,1.0,41.8672,12.4859,6.0
VIA CASILINA x VIA ZENODOSSIO,1,0.0,1.0,41.8841,12.5378,6.0
CIRCONVALLAZIONE TRIONFALE x VIA GIOVANNI BOVIO,1,0.0,1.0,41.9128,12.4503,6.0
VIA CASTRONOVO DI SICILIA x VIA UCRIA,1,0.0,1.0,41.8883,12.6598,6.0
VIA ANGELO BERARDI x VIA CASILINA,1,0.0,1.0,41.8777,12.5489,6.0
CIRCONVALLAZIONE CORNELIA x VIA ACCURSIO,1,0.0,1.0,41.902,12.4259,6.0
VIA ANGELO BRUNETTI x VIA DEL CORSO,1,0.0,1.0,41.9091,12.477,6.0
PIAZZALE ENNIO FLAIANO x VIA MARIO CASERINI,1,0.0,1.0,41.9616,12.5389,6.0
VIA CASILINA x VIA DEL PONTE DI PANTANO,1,0.0,1.0,41.8653,12.7011,6.0
VIA ANGELO BRUNETTI x VIA DI RIPETTA,1,0.0,1.0,41.9066,12.4758,6.0
VIA ALFONSO BORELLI x VIALE DELL'UNIVERSITA',1,0.0,1.0,41.9064,12.5166,6.0
VIA CASILINA x VIA DELLA MASSA CALCIANA,1,0.0,1.0,41.8626,12.6212,6.0
VIA CASTIGLION DE' PEPOLI x VIA MINERBIO,1,0.0,1.0,41.9028,12.4964,6.0
PIAZZALE DEI PARTIGIANI x VIA DEI VERBITI,1,0.0,1.0,41.874,12.4847,6.0
VIA CASTENEDOLO x VIA LOMAZZO,1,0.0,1.0,42.0286,12.4667,6.0
PIAZZA SASSARI x VIA CASERTA,1,0.0,1.0,41.909,12.5118,6.0
PIAZZA VEGA x PIAZZA VEGA,1,0.0,1.0,41.7269,12.2942,6.0
CIRCONVALLAZIONE TRIONFALE x VIA CARLO PASSAGLIA,1,0.0,1.0,41.9116,12.4497,6.0
VIA ANGELO EMO x VIA FRANCESCO DUODO,1,0.0,1.0,41.9038,12.4452,6.0
PIAZZALE DI VILLA GIULIA x VIA DI VILLA GIULIA,1,0.0,1.0,41.9183,12.4754,6.0
VIA CASTELVETRANO x VIA DI VERMICINO,1,0.0,1.0,41.8604,12.6714,6.0
PIAZZALE DEL CARAVAGGIO x VIA ATTILIO AMBROSINI,1,0.0,1.0,41.8511,12.4929,6.0
PIAZZA VITTORIO EMANUELE II x VIA LAMARMORA,1,0.0,1.0,,,6.0
PIAZZA DELLE STARNE x VIA DELLE RONDINI,1,0.0,1.0,41.8638,12.5943,6.0
VIA ANGELO BATTELLI x VIALE GUGLIELMO MARCONI,1,0.0,1.0,41.8566,12.4713,6.0
PIAZZA DELLA QUERCIA x VIA CAPO DI FERRO,1,0.0,1.0,41.8944,12.4718,6.0
PIAZZA DI CINECITTA' x VIA ORAZIO PULVILLO,1,0.0,1.0,41.8539,12.5679,6.0
VIA ANNIA REGILLA x VIA DI S. TARCISIO,1,0.0,1.0,41.8437,12.5487,6.0
PIAZZA DEL COLLEGIO ROMANO x VIA LATA,1,0.0,1.0,41.8982,12.4809,6.0
VIA CASSIA x VIA GIACOMO ANDREASSI,1,0.0,1.0,41.9981,12.391,6.0
PIAZZALE DELLA STAZIONE DEL LIDO x VIA DEI PALLOTTINI,1,0.0,1.0,41.7315,12.2826,6.0
VIA CASSIA x VIA GIOVANNI FABBRONI,1,0.0,1.0,41.9828,12.4137,6.0
PIAZZA ROSOLINO PILO x VIA MAURIZIO QUADRIO,1,0.0,1.0,41.8818,12.4623,6.0
PIAZZA ROSELLE x VIA LATINA,1,0.0,1.0,41.874,12.5106,6.0
PIAZZALE DELL'UMANESIMO x VIALE OCEANIA,1,0.0,1.0,41.8284,12.461,6.0
VIA CASSIA x VIA MASSAROSA,1,0.0,1.0,41.9599,12.4533,6.0
VIA CASSINELLE x VIALE DI PESCINA GAGLIARDA,1,0.0,1.0,41.8251,12.3107,6.0
PIAZZA DEL COLOSSEO x VIA DI S. GIOVANNI IN LATERANO,1,0.0,1.0,,,6.0
PIAZZALE DELL'INDUSTRIA x VIA DELLE TRE FONTANE,1,0.0,1.0,44.4972,11.4015,6.0
VIA CASSIA x VIA ORIOLO ROMANO,1,0.0,1.0,41.9573,12.4571,6.0
VIA CASSIA x VIA RICCARDO MORBELLI,1,0.0,1.0,41.9828,12.4137,6.0
VIA CHIANA x VIA OGLIO,1,0.0,1.0,41.9217,12.5055,6.0
PIAZZA SOR CAPANNA x VIA CASILINA,1,0.0,1.0,41.8626,12.6212,6.0
CORSO DI FRANCIA x VIA HONDURAS,1,0.0,1.0,41.6817,12.5152,6.0
VIA CASSIA x VIA RICCARDO MORETTI,1,0.0,1.0,41.9828,12.4137,6.0
PIAZZA ROBERTO MALATESTA x VIA ROBERTO MALATESTA,1,0.0,1.0,41.8875,12.5397,6.0
VIA ANNIO FELICE x VIALE DI TOR MARANCIA,1,0.0,1.0,41.8562,12.4973,6.0
VIA ANGELO POLIZIANO x VIA RUGGERO BONGHI,1,0.0,1.0,41.8906,12.4995,6.0
VIA ANNIA FAUSTINA x VIA DI S. SABA,1,0.0,1.0,41.8795,12.4849,6.0
CIRCONVALLAZIONE CLODIA x PIAZZALE CLODIO,1,0.0,1.0,41.9181,12.4561,6.0
VIA CASTELLEONE DI SUASA x VIA OFFAGNA,1,0.0,1.0,41.9209,12.723,6.0
VIA CASOLE D'ELSA x VIA PIAN DI SCO,1,0.0,1.0,41.9618,12.5185,6.0
VIA CASSIA NUOVA x VIA FLAMINIA NUOVA,1,0.0,1.0,41.9484,12.4702,6.0
CORSO D'ITALIA x VIA ALESSANDRIA,1,0.0,1.0,41.9127,12.5039,6.0
VIA ALFREDO DURANTE x VIA TRIONFALE,1,0.0,1.0,41.9303,12.4445,6.0
CORSO D'ITALIA x VIA LUCANIA,1,0.0,1.0,41.911,12.4968,6.0
PIAZZA DI DONNA OLIMPIA x VIA DI DONNA OLIMPIA,1,0.0,1.0,41.8766,12.4536,6.0
PIAZZA DI DONNA OLIMPIA x VIA ABATE UGONE,1,0.0,1.0,41.8781,12.4535,6.0
VIA ALFREDO COVELLI x VIA CAMILLO PRAMPOLINI,1,0.0,1.0,41.8961,12.5691,6.0
CORSO DI FRANCIA x LARGO GEROLAMO BELLONI,1,0.0,1.0,41.9367,12.4717,6.0
VIA AMBROGIO TRAVERSARI x VIALE DI TRASTEVERE,1,0.0,1.0,41.8817,12.4679,6.0
PIAZZALE DELLE MEDAGLIE D'ORO x VIA TRIONFALE,1,0.0,1.0,41.9239,12.4481,6.0
CORSO DUCA DI GENOVA x VIA STEFANO CANSACCHI,1,0.0,1.0,41.7328,12.2752,6.0
PIAZZA DEL FICO x VIA DELLA PACE,1,0.0,1.0,41.8996,12.4714,6.0
VIA ANNA FOA' x VIA DELLA GIUSTINIANA,1,0.0,1.0,41.9947,12.4552,6.0
VIA CHECCO DURANTE x VIA DEI GORDIANI,1,0.0,1.0,41.8814,12.5533,6.0
VIA CASTEL SAN PIETRO ROMANO x VIA DI SALONE,1,0.0,1.0,41.9305,12.6272,6.0
VIA CASTEL DI LAMA x VIA SANT'ELPIDIO A MARE,1,0.0,1.0,41.9181,12.7264,6.0
VIA CASSIA x VIA VAL GARDENA,1,0.0,1.0,41.9828,12.4137,6.0
VIA ANAGNI x VIA OLEVANO ROMANO,1,0.0,1.0,41.89,12.556,6.0
CIRCONVALLAZIONE OSTIENSE x VIALE CRISTOFORO COLOMBO,1,0.0,1.0,41.8672,12.4964,6.0
CIRCONVALLAZIONE GIANICOLENSE x VIA DEL FORTE BRAVETTA,1,0.0,1.0,41.8725,12.4496,6.0
LARGO BANGLADESH x VIA PANAMA,1,0.0,1.0,41.9249,12.4981,6.0
CIRCONVALLAZIONE CORNELIA x VIA DI BOCCEA,1,0.0,1.0,41.902,12.4259,6.0
VIA ALESSIO ASCALESI x VIA PIETRO GASPARRI,1,0.0,1.0,41.9201,12.4144,6.0
PIAZZA DEI CONDOTTIERI x VIA ROBERTO MALATESTA,1,0.0,1.0,41.8877,12.535,6.0
LARGO ASCIANGHI x VIA DI PORTA PORTESE,1,0.0,1.0,41.8848,12.4723,6.0
VIA CENEDA x VIA POMEZIA,1,0.0,1.0,41.8805,12.5117,6.0
VIA ANDERSEN x VIA THOMAS MANN,1,0.0,1.0,41.9233,12.4004,6.0
PIAZZA DELLA BOCCA DELLA VERITA' x VIA LUIGI PETROSELLI,1,0.0,1.0,,,6.0
PIAZZA DEI GIUOCHI DELFICI x VIA DELLA CAMILLUCCIA,1,0.0,1.0,41.9483,12.4628,6.0
PIAZZALE APPIO x VIALE CASTRENSE,1,0.0,1.0,41.8858,12.5096,6.0
PIAZZA DELL'ARA COELI x VIA DEL TEATRO DI MARCELLO,1,0.0,1.0,41.8941,12.4816,6.0
PIAZZA TUSCOLO x VIA BRITANNIA,1,0.0,1.0,41.8799,12.5083,6.0
PIAZZA S. VINCENZO PALLOTTI x PONTE SISTO,1,0.0,1.0,41.8927,12.4713,6.0
VIA ANDREA DORIA x VIA SANTAMAURA,1,0.0,1.0,41.9098,12.4522,6.0
CIRCONVALLAZIONE NOMENTANA x VIA DELLA STAZIONE TIBURTINA,1,0.0,1.0,41.9097,12.5304,6.0
PIAZZA TRENTO x VIA MALTA,1,0.0,1.0,41.9174,12.5058,6.0
VIA CARROCETO x VIA DELL'ARCO DI TRAVERTINO,1,0.0,1.0,41.8667,12.535,6.0
VIA CINA x VIA DEI BAMBU',1,0.0,1.0,41.8127,12.4342,6.0
PIAZZA S. SATURNINO x VIA TOPINO,1,0.0,1.0,41.9224,12.5088,6.0
VIA CENTURIPE x VIA MACEDONIA,1,0.0,1.0,41.8718,12.5128,6.0
VIA CERVETERI x VIA SIPONTO,1,0.0,1.0,41.8815,12.5125,6.0
VIA AMICO ASPERTINI x VIALE PIETRO ANDERLONI,1,0.0,1.0,41.8742,12.6288,6.0
CIRCONVALLAZIONE GIANICOLENSE x VIA BERNARDINO RAMAZZINI,1,0.0,1.0,41.8725,12.4496,6.0
PIAZZA ZAMA x VIA SIRIA,1,0.0,1.0,41.8759,12.5103,6.0
PIAZZA PALOMBARA SABINA x VIA TIGRE',1,0.0,1.0,41.9322,12.5187,6.0
VIA CARLO RIVA x VIA DEI DURANTINI,1,0.0,1.0,41.9173,12.5433,6.0
PIAZZA DEI CANOTTI x VIA DELLE QUINQUEREMI,1,0.0,1.0,41.7238,12.2967,6.0
PIAZZALE ADRIATICO x VIALE ADRIATICO,1,0.0,1.0,41.94,12.536,6.0
CIRCONVALLAZIONE GIANICOLENSE x PIAZZA FLAVIO BIONDO,1,0.0,1.0,41.8731,12.4659,6.0
CIRCONVALLAZIONE CORNELIA x VIA PIER DELLE VIGNE,1,0.0,1.0,41.9001,12.4269,6.0
VIA ANDREA BARBAZZA x VIA GIOVANNI NICOLETTI,1,0.0,1.0,41.9209,12.4109,6.0
LARGO BENEDETTO MARCELLO x VIA ALESSANDRO SCARLATTI,1,0.0,1.0,41.9186,12.4974,6.0
VIA ANTONIO LOTTI x VIA FRANCESCO MARIA VERACINI,1,0.0,1.0,41.754,12.3772,6.0
PIAZZA DELLE CROCIATE x VIA DELLA LEGA LOMBARDA,1,0.0,1.0,41.9089,12.5234,6.0
VIA CESARE BRANDI x VIA DI PASSOLOMBARDO,1,0.0,1.0,41.8364,12.6332,6.0
LARGO BENEDETTO BOMPIANI x VIALE CARLO TOMMASO ODESCALCHI,1,0.0,1.0,41.8591,12.502,6.0
VIA AMICO ASPERTINI x VIA FERNANDO CONTI,1,0.0,1.0,41.8728,12.6299,6.0
LARGO BENEDETTO BOMPIANI x VIA DELLE SETTE CHIESE,1,0.0,1.0,41.8594,12.502,6.0
PIAZZA DELL'OROLOGIO x VIA DEGLI ORSINI,1,0.0,1.0,41.8992,12.4685,6.0
PIAZZA DI PORTA METRONIA x VIA DELLA FERRATELLA IN LATERANO,1,0.0,1.0,41.8822,12.4981,6.0
PIAZZA DELL'EMPORIO x VIA AMERIGO VESPUCCI,1,0.0,1.0,41.8825,12.4766,6.0
PIAZZA DI PORTA METRONIA x PIAZZALE METRONIO,1,0.0,1.0,41.8824,12.4984,6.0
VIA ALFONSO BORELLI x VIA MICHELANGELO POGGIOLI,1,0.0,1.0,41.907,12.5158,6.0
PIAZZA DI PONTE LUNGO x VIA ADRIA,1,0.0,1.0,41.8773,12.5198,6.0
PIAZZALE CARDINAL CONSALVI x VIALE TIZIANO,1,0.0,1.0,41.9338,12.4674,6.0
VIA CATANZARO x VIA PADOVA,1,0.0,1.0,41.9111,12.5191,6.0
PIAZZA PITAGORA x VIA ANTONIO STOPPANI,1,0.0,1.0,41.9221,12.4903,6.0
VIA CATONE x VIA DEI GRACCHI,1,0.0,1.0,41.9072,12.4591,6.0
CIRCONVALLAZIONE ORIENTALE x VIA LUCREZIA ROMANA,1,0.0,1.0,41.8269,12.5837,6.0
PIAZZA DEI PINI x VIA DELLE ACACIE,1,0.0,1.0,41.8884,12.5694,6.0
VIA ALFREDO SAINATI x VIALE TITINA DE FILIPPO,1,0.0,1.0,41.9667,12.5165,6.0
VIA ANDREA VERGA x VIA CARLO FRANCESCO BELLINGERI,1,0.0,1.0,41.9374,12.4202,6.0
CIRCONVALLAZIONE OSTIENSE x VIA CAMPERIO,1,0.0,1.0,41.8681,12.4904,6.0
PIAZZA DELLE FINANZE x VIA VOLTURNO,1,0.0,1.0,41.9051,12.4991,6.0
CORSO VITTORIO EMANUELE II x VIA DELL'ARCO DELLA FONTANELLA,1,0.0,1.0,,,6.0
VIA ANTONIO CHINOTTO x VIA MONTE ZEBIO,1,0.0,1.0,41.9198,12.466,6.0
VIA ANTONIO BERTOLONI x VIA GIOVANNI ROSINI,1,0.0,1.0,41.8658,12.6212,6.0
PIAZZA TESTACCIO x VIA ALDO MANUZIO,1,0.0,1.0,41.8793,12.4768,6.0
CORSO VITTORIO EMANUELE II x PIAZZA DI S. PANTALEO,1,0.0,1.0,41.8972,12.4712,6.0
PIAZZA DEL QUADRARETTO x VIA DEI FURI,1,0.0,1.0,41.863,12.5477,6.0
VIA CASTROPIGNANO x VIA MOSCUFO,1,0.0,1.0,41.9344,12.6426,6.0
VIA CASASCO x VIA DI TRAGLIATELLA,1,0.0,1.0,42.0178,12.2469,6.0
VIA CASILINA x VIA DEI COLOMBI,1,0.0,1.0,41.8672,12.5927,6.0
CIRCONVALLAZIONE OSTIENSE x VIA PROSPERO ALPINO,1,0.0,1.0,41.8674,12.4906,6.0
VIA CATTARO x VIA DI S. COSTANZA,1,0.0,1.0,41.9223,12.5151,6.0
VIA ALGHERO x VIA ORISTANO,1,0.0,1.0,41.8869,12.5214,6.0
PIAZZA UMBERTO CARDANI x VIA ALBERICO CRESCITELLI,1,0.0,1.0,41.7638,12.3564,6.0
VIA AMILCARE CUCCHINI x VIA GIUSEPPE BELLUZZO,1,0.0,1.0,41.8626,12.4619,6.0
VIA CARUGATE x VIA DI CASAL DEL MARMO,1,0.0,1.0,41.9495,12.3925,6.0
VIA ALESSIO OLIVIERI x VIA GIOVANNI BATTISTA PESCETTI,1,0.0,1.0,41.7453,12.3705,6.0
PIAZZA DEI MARTIRI DI BELFIORE x VIA GIUSEPPE AVEZZANA,1,0.0,1.0,41.915,12.4664,6.0
VIA CAVOUR x VIA TORINO,1,0.0,1.0,41.8987,12.4975,6.0
VIA CESARE GIULIO VIOLA x VIALE CASTELLO DELLA MAGLIANA,1,0.0,1.0,41.8233,12.4134,6.0
PIAZZA DI PONTE LUNGO x VIA APPIA NUOVA,1,0.0,1.0,41.8776,12.519,6.0
VIA ALIMENA x VIA ORAZIO RAIMONDO,1,0.0,1.0,41.8485,12.5977,6.0
LARGO AMERIGO PETRUCCI x PIAZZA DELLA BOCCA DELLA VERITA',1,0.0,1.0,41.8887,12.4815,6.0
VIA CASALE CERRONCINO x VIA VINCENZO BONIFATI,1,0.0,1.0,41.9164,12.6604,6.0
PIAZZA SIRIO x PIAZZALE MAGELLANO,1,0.0,1.0,41.7259,12.2883,6.0
VIA CASAL TIDEI x VIA MONTECAROTTO,1,0.0,1.0,41.9409,12.5803,6.0
PIAZZA DEL RISORGIMENTO x VIA OTTAVIANO,1,0.0,1.0,41.9065,12.4578,6.0
PIAZZA PIER CARLO TALENTI x VIALE JONIO,1,0.0,1.0,41.9441,12.5474,6.0
LARGO ALESSANDRINA RAVIZZA x VIA DI MONTE VERDE,1,0.0,1.0,41.8719,12.451,6.0
VIA ANTONIO CALDERARA x VIA GIGI CHESSA,1,0.0,1.0,41.7742,12.3789,6.0
VIA CASAL TIDEI x VIA SARNANO,1,0.0,1.0,41.9409,12.5802,6.0
CIRCONVALLAZIONE NOMENTANA x VIA SALENTO,1,0.0,1.0,41.9196,12.527,6.0
VIA CATULLO x VIA OVIDIO,1,0.0,1.0,41.9071,12.4642,6.0
PIAZZALE DEGLI ARCHIVI x VIALE DELL'ARTE,1,0.0,1.0,41.8299,12.4751,6.0
PIAZZA DEL PIGNETO x VIA CASILINA,5,0.0,0.0,41.889,12.5229,5.0
LUNGOTEVERE DEI FIORENTINI x PIAZZA PASQUALE PAOLI,5,0.0,0.0,41.9007,12.4649,5.0
VIA COLLATINA x VIA GIOVANNI CICALI,5,0.0,0.0,41.9122,12.6496,5.0
PIAZZA DI CINECITTA' x VIALE PALMIRO TOGLIATTI,5,0.0,0.0,41.8526,12.5698,5.0
VIA GIUSEPPE ROMITA x VIA PIETRO BARBIERI,5,0.0,0.0,41.9036,12.496,5.0
CORSO SEMPIONE x VIA GARGANO,5,0.0,0.0,41.9354,12.5342,5.0
VIA CASILINA x VIA DEI RUDERI DI TORRENOVA,5,0.0,0.0,41.8626,12.6212,5.0
VIA DI VAL TELLINA x VIA LUIGI RONZONI,4,0.0,0.0,41.8676,12.4478,4.0
PIAZZA DELLA RADIO x VIA GIOVANNI VOLPATO,4,0.0,0.0,41.8707,12.46715,4.0
