incrocio,incidenti,morti,feriti,lat,lon,score
VIA DI DECIMA x VIALE DELL'OCEANO INDIANO,4,0.0,0.0,41.8234,12.446750000000002,4.0
VIA DI S. BIBIANA x VIA GIOVANNI GIOLITTI,4,0.0,0.0,41.8965,12.507,4.0
VIA PRENESTINA x VIALE ENZO FERRARI,4,0.0,0.0,41.89325,12.59755,4.0
LUNGOTEVERE MARESCIALLO DIAZ x VIALE ANTONINO DI SAN GIULIANO,4,0.0,0.0,41.9339,12.462,4.0
VIA AMERIGO VESPUCCI x VIA ROMOLO GESSI,4,0.0,0.0,41.8809,12.4743,4.0
VIA LA SPEZIA x VIA NOLA,4,0.0,0.0,41.8863,12.5153,4.0
VIA DELLA PALMAROLA x VIA DI CASAL DEL MARMO,4,0.0,0.0,41.94255,12.38545,4.0
VIA ARISTIDE STADERINI x VIA PRENESTINA,4,0.0,0.0,41.8939,12.5871,4.0
VIA ANAPO x VIA CERESIO,4,0.0,0.0,41.9259,12.5074,4.0
VIA ERMANNO WOLF FERRARI x VIA MANUEL DE FALLA,4,0.0,0.0,41.7482,12.3779,4.0
PIAZZALE DEL VERANO x VIA TIBURTINA,4,0.0,0.0,41.9021,12.519,4.0
LUNGOTEVERE GIANICOLENSE x PONTE GIUSEPPE MAZZINI,4,0.0,0.0,41.8957,12.4655,4.0
VIA TUSCOLANA x VIA VALERIO PUBLICOLA,4,0.0,0.0,41.8586,12.55905,4.0
VIA QUINTILIO VARO x VIA SESTIO CALVINO,4,0.0,0.0,41.8536,12.5651,4.0
VIA DELLE VIGNE NUOVE x VIALE FRANCESCO PASINETTI,4,0.0,0.0,41.9554,12.5358,4.0
PIAZZA DI VILLA CARPEGNA x VIA DI TORRE ROSSA,4,0.0,0.0,41.89515,12.4292,4.0
VIA PRENESTINA x VIALE DELLA SERENISSIMA,4,0.0,0.0,41.895,12.5591,4.0
PIAZZA DEI RE DI ROMA x VIA AOSTA,4,0.0,0.0,41.8824,12.5144,4.0
PIAZZALE LABICANO x VIA CASILINA,4,0.0,0.0,41.8912,12.5156,4.0
VIA CALVATONE x VIA CASTELLUCCHIO,4,0.0,0.0,41.781800000000004,12.329049999999999,4.0
VIA DEGLI OLIVI x VIA DEI PINI,4,0.0,0.0,41.88745,12.5698,4.0
VIA DEL CASALE DI S. BASILIO x VIA TIBURTINA,4,0.0,0.0,41.9326,12.5846,4.0
VIA CASILINA x VIA DI CENTOCELLE,4,0.0,0.0,41.87665,12.553,4.0
VIA DI TORREVECCHIA x VIA PIETRO GASPARRI,4,0.0,0.0,41.9249,12.41395,4.0
VIA CRISTOFORO COLOMBO x VIA DI ACILIA,4,0.0,0.0,41.776250000000005,12.3987,4.0
VIA ALESSANDRO PIOLA CASELLI x VIA CAPO SPARTIVENTO,4,0.0,0.0,41.7378,12.2862,4.0
VIA LICINIO STOLONE x VIA STATILIO OTTATO,4,0.0,0.0,41.8557,12.5674,4.0
VIA DELLA SALVIA x VIA DELLA VERBENA,4,0.0,0.0,41.7856,12.3622,4.0
PIAZZA DEI RE DI ROMA x VIA APPIA NUOVA,4,0.0,0.0,41.8814,12.5147,4.0
PIAZZALE PINO PASCALI x VIALE FRANCO ANGELI,3,0.0,0.0,41.8973,12.5806,3.0
VIA GIROLAMO COCCONI x VIA PRENESTINA,3,0.0,0.0,41.895,12.5631,3.0
VIA DEI DURANTINI x VIA DI PIETRALATA,3,0.0,0.0,41.9208,12.5469,3.0
VIA CONCESIO x VIA DELLA GIUSTINIANA,3,0.0,0.0,41.9947,12.4552,3.0
VIA POZZUOLI x VIA TARANTO,3,0.0,0.0,41.885,12.5129,3.0
LARGO AMERIGO PETRUCCI x LUNGOTEVERE AVENTINO,3,0.0,0.0,41.8885,12.4806,3.0
LARGO ALBERTO PEPERE x VIA DEL CASALETTO,3,0.0,0.0,41.8666,12.438,3.0
VIA DOMENICO CUCCHIARI x VIA GIOVANNI PITTALUGA,3,0.0,0.0,41.8997,12.536,3.0
VIA DEI CRISPOLTI x VIA DIEGO ANGELI,3,0.0,0.0,41.9096,12.5506,3.0
VIA PORTUENSE x VIA QUIRINO MAJORANA,3,0.0,0.0,41.8469,12.414,3.0
VIA DELL'AEROPORTO x VIA TUSCOLANA,3,0.0,0.0,41.8611,12.5549,3.0
LUNGOTEVERE DE' CENCI x VIA ARENULA,3,0.0,0.0,41.8918,12.4749,3.0
VIA ACHERUSIO x VIA NEMORENSE,3,0.0,0.0,41.9273,12.5109,3.0
VIA SARDEGNA x VIA TOSCANA,3,0.0,0.0,41.9094,12.4912,3.0
VIALE BEETHOVEN x VIALE EUROPA,3,0.0,0.0,41.833,12.4669,3.0
VIA LA SPEZIA x VIA MONZA,3,0.0,0.0,41.8863,12.5153,3.0
VIA CESARE LOMBROSO x VIA EZIO SCIAMANNA,3,0.0,0.0,41.9346,12.419,3.0
VIA DELLE CAPANNELLE x VIA LUCREZIA ROMANA,3,0.0,0.0,41.8366,12.5745,3.0
VIA CIRO IL GRANDE x VIALE DELLA CIVILTA' DEL LAVORO,3,0.0,0.0,41.8358,12.4689,3.0
VIA DI S. ALESSANDRO x VIA FONDI DI MONASTERO,3,0.0,0.0,41.9504,12.5979,3.0
PIAZZETTA DEL BEL RESPIRO x VIA DELLA NOCETTA,3,0.0,0.0,41.8795,12.4411,3.0
VIA DI BOCCEA x VIA MATTIA BATTISTINI,3,0.0,0.0,41.9139,12.4184,3.0
VIA CICERONE x VIA GIUSEPPE GIOACHINO BELLI,3,0.0,0.0,41.9072,12.4686,3.0
LUNGOTEVERE DELLE NAVI x VIA DOMENICO ALBERTO AZUNI,3,0.0,0.0,41.9146,12.4717,3.0
VIA CERNAIA x VIA GIUSEPPE ROMITA,3,0.0,0.0,41.9036,12.496,3.0
VIA ANTONIO DE VITI DE MARCO x VIA FLAMINIA NUOVA,3,0.0,0.0,41.9494,12.4718,3.0
VIA ALESSANDRO STRADELLA x VIA CESARE PASCUCCI,3,0.0,0.0,41.7401,12.3557,3.0
VIA MARINO GHETALDI x VIA MATTEO BARTOLI,3,0.0,0.0,41.8184,12.4889,3.0
VIA BERNARDO BARBIELLINI AMIDEI x VIA MONTIGLIO,3,0.0,0.0,41.9243,12.4267,3.0
VIA ANDREA BUSIRI VICI x VIALE DEI QUATTRO VENTI,3,0.0,0.0,41.8796,12.4585,3.0
VIA CARLO GRABAU x VIALE GIUSEPPE MAZZINI,3,0.0,0.0,41.9158,12.4626,3.0
VIA ARRIGO CAVAGLIERI x VIA FRANCESCO ANTOLISEI,3,0.0,0.0,41.8477,12.6061,3.0
PIAZZALE JONIO x VIA DEI PRATI FISCALI,3,0.0,0.0,41.9461,12.5254,3.0
VIA ISOLA BELLA x VIA MONTASIO,3,0.0,0.0,41.9382,12.5387,3.0
PIAZZA CRATI x VIA NEMORENSE,3,0.0,0.0,41.9268,12.51,3.0
VIA ISOLE DEL CAPO VERDE x VIA TAGASTE,3,0.0,0.0,41.7377,12.2711,3.0
VIA MARCIANISE x VIALE PARTENOPE,3,0.0,0.0,41.8913,12.551,3.0
VIA COLLATINA x VIA GIOVANNI CAPRANESI,3,0.0,0.0,41.9046,12.6111,3.0
VIALE DEI PROMONTORI x VIALE GIUSEPPE GENOESE ZERBI,3,0.0,0.0,41.7373,12.2927,3.0
VIA DEI BRAGOZZI x VIALE VASCO DE GAMA,3,0.0,0.0,41.7346,12.2745,3.0
VIA BONALDO STRINGHER x VIA FRANCESCO MENGOTTI,3,0.0,0.0,41.9438,12.4661,3.0
VIA CARPINONE x VIA DEL FOSSO DELL'OSA,3,0.0,0.0,41.8909,12.6921,3.0
VIA DELLA GRECA x VIA DI S. MARIA IN COSMEDIN,3,0.0,0.0,41.8878,12.4811,3.0
VIA ANTONIO TEMPESTA x VIA AUGUSTO DULCERI,3,0.0,0.0,41.8839,12.5405,3.0
VIA DI TRIGORIA x VIA LAURENTINA,3,0.0,0.0,41.776,12.4809,3.0
VIA BOLOGNETTA x VIA CASILINA,3,0.0,0.0,41.8627,12.684,3.0
LUNGOTEVERE AVENTINO x VIA DI S. MARIA IN COSMEDIN,3,0.0,0.0,41.8864,12.4798,3.0
VIA TRIONFALE x VIALE MONFORTANI,3,0.0,0.0,41.9379,12.4248,3.0
VIA AURORA x VIA LOMBARDIA,3,0.0,0.0,41.9077,12.4875,3.0
VIA DELLE PALME x VIALE DELLE ORCHIDEE,3,0.0,0.0,41.8902,12.569,3.0
LUNGOTEVERE DI S. PAOLO x VIA OSTIENSE,3,0.0,0.0,41.8629,12.4785,3.0
VIA DEI BUONVISI x VIA DELLA CASETTA MATTEI,3,0.0,0.0,41.8579,12.4196,3.0
LUNGOTEVERE ARNALDO DA BRESCIA x VIA DEGLI SCIALOJA,3,0.0,0.0,41.9123,12.4726,3.0
VIA DELLA GENTE SALINATORIA x VIALE DEI ROMAGNOLI,3,0.0,0.0,41.7603,12.3035,3.0
PIAZZALE AURELIO x VIA DI S. PANCRAZIO,3,0.0,0.0,41.8884,12.4612,3.0
VIA DI CASTEL DI LEVA x VIA LAURENTINA,3,0.0,0.0,41.7872,12.4856,3.0
VIA DEI CAMPI SPORTIVI x VIA DEL FORO ITALICO,3,0.0,0.0,41.9358,12.4903,3.0
VIALE DELL'OCEANO PACIFICO x VIALE DELLA TECNICA,3,0.0,0.0,41.8266,12.4589,3.0
VIA DELLE BALENIERE x VIA DELLE CANARIE,3,0.0,0.0,41.7395,12.2805,3.0
VIA FLAVIA x VIA QUINTINO SELLA,3,0.0,0.0,41.9068,12.4968,3.0
VIA S. QUIRIACO x VIALE DELLA PINETA DI OSTIA,3,0.0,0.0,41.7284,12.2833,3.0
VIA ODERISI DA GUBBIO x VIA QUIRINO MAJORANA,3,0.0,0.0,41.8685,12.4621,3.0
VIA DEL PETTIROSSO x VIA WALTER TOBAGI,3,0.0,0.0,41.8678,12.5971,3.0
VIA ALBERTO GALLI x VIA CESARE MACCARI,3,0.0,0.0,41.7765,12.3562,3.0
VIA DEL PERGOLATO x VIA DELLE CILIEGIE,3,0.0,0.0,41.8847,12.5751,3.0
VIA VITTORIO OCCORSIO x VIA WALTER PROCACCINI,3,0.0,0.0,41.8485,12.5834,3.0
VIA AURELIA x VIA DI VILLA TROILI,3,0.0,0.0,41.8836,12.4069,3.0
VIA DELLA TENUTA DEL CAVALIERE x VIA OSTERIA DELLE CAPANNACCE,3,0.0,0.0,41.937,12.6547,3.0
VIA DEL PADIGLIONE x VIA DI PRATAPORCI,3,0.0,0.0,41.8537,12.6806,3.0
VIA MILANO x VIA NAZIONALE,3,0.0,0.0,41.8988,12.4903,3.0
VIA DELLA VALLE DEI FONTANILI x VIA DI TORREVECCHIA,3,0.0,0.0,41.923,12.4119,3.0
VIA FLAVIA x VIA SERVIO TULLIO,3,0.0,0.0,41.9074,12.4975,3.0
VIA MACEDONIO MELLONI x VIALE GUGLIELMO MARCONI,3,0.0,0.0,41.8573,12.4713,3.0
PIAZZALE DELLE NAZIONI UNITE x VIA CRISTOFORO COLOMBO,3,0.0,0.0,41.8358,12.472,3.0
PIAZZA AUGUSTO RIGHI x VIALE GUGLIELMO MARCONI,3,0.0,0.0,41.8573,12.4713,3.0
VIA S S AUDIFACE ED ABACUC x VIA SAN BASILIDE,3,0.0,0.0,41.9512,12.3758,3.0
VIA CASIMIRO MONDINO x VIA DI TORREVECCHIA,3,0.0,0.0,41.9256,12.4146,3.0
VIA CRISTOFORO COLOMBO x VIA DI MEZZOCAMMINO,3,0.0,0.0,41.79,12.4375,3.0
PIAZZA FRANCESCO CONTEDUCA x VIA CAPO SOPRANO,3,0.0,0.0,41.7357,12.2881,3.0
VIA CASSIA x VIA VINCENZO TIERI,3,0.0,0.0,42.0198,12.377,3.0
VIA AURELIA ANTICA x VIA DI S. PANCRAZIO,3,0.0,0.0,41.8902,12.435,3.0
VIA ALENDA x VIA JACOMO MAGNOLINO,3,0.0,0.0,41.8603,12.6097,3.0
VIA MONSELICE x VIA TUSCOLANA,3,0.0,0.0,41.8396,12.5923,3.0
VIA FLAMINIA x VIA LUIGI CANINA,3,0.0,0.0,41.9209,12.4721,3.0
VIA DI TOR TRE TESTE x VIA ROLANDO LANARI,3,0.0,0.0,41.8816,12.5919,3.0
VIA DI TOR CERVARA x VIA TIBURTINA,3,0.0,0.0,41.9325,12.5857,3.0
LARGO GIORGIO MACCAGNO x VIA ROMEO RODRIGUEZ PEREIRA,3,0.0,0.0,41.9163,12.4386,3.0
VIA ERASMO GATTAMELATA x VIA PRENESTINA,3,0.0,0.0,41.8924,12.5361,3.0
VIA DELL'IDROSCALO x VIA DELLA MARTINICA,3,0.0,0.0,41.7377,12.2623,3.0
PIAZZALE DELLE GARDENIE x VIALE DELLA PRIMAVERA,3,0.0,0.0,41.8864,12.5613,3.0
VIA VINCENZO VANNUTELLI x VIALE CARDINAL GINNASI,3,0.0,0.0,41.7325,12.2808,3.0
VIALE DELLA STAZIONE PRENESTINA x VIALE DELLA VENEZIA GIULIA,3,0.0,0.0,41.8955,12.5464,3.0
LARGO FERRARIS IV x VIA DEL FORO ITALICO,3,0.0,0.0,41.9402,12.4813,3.0
VIA DEI SETTE METRI x VIA DI TORRE MORENA,3,0.0,0.0,41.8154,12.6069,3.0
LARGO EDUARDO TALAMO x VIALE DELLO SCALO S. LORENZO,3,0.0,0.0,41.8945,12.5168,3.0
VIA APPIA ANTICA x VICOLO DELLE SETTE CHIESE,3,0.0,0.0,41.8563,12.516,3.0
VIA DEL CANALE DELLA LINGUA x VIALE DI CASTEL PORZIANO,3,0.0,0.0,41.7321,12.3491,3.0
VIA DELL'ARA MASSIMA DI ERCOLE x VIA DELLA GRECA,3,0.0,0.0,41.88735,12.48225,3.0
VIA CROPANI x VIA GASPERINA,3,0.0,0.0,41.8326,12.5995,3.0
VIA ANGELO EMO x VIALE DEGLI AMMIRAGLI,3,0.0,0.0,41.9044,12.4459,3.0
VIA FRANCESCO MERLINI x VIALE S. RITA DA CASCIA,3,0.0,0.0,41.869,12.6446,3.0
VIA DEI FULVI x VIA TUSCOLANA,3,0.0,0.0,41.8638,12.5481,3.0
VIA GIUSEPPE CHIOVENDA x VIALE PALMIRO TOGLIATTI,3,0.0,0.0,41.8591,12.5705,3.0
VIA LORENZO VIDASCHI x VIA RAFFAELE BALESTRA,3,0.0,0.0,41.8739,12.4498,3.0
VIA CAPO SOPRANO x VIA CESARE LAURENTI,3,0.0,0.0,41.7338,12.2863,3.0
VIA CASILINA x VIA DI PRATAPORCI,3,0.0,0.0,41.8628,12.6854,3.0
LUNGOTEVERE MARESCIALLO CADORNA x PIAZZALE MARESCIALLO GIARDINO,3,0.0,0.0,41.9237,12.4579,3.0
VIA APPIA NUOVA x VIA DELLE CAVE,3,0.0,0.0,41.8715,12.5272,3.0
VIA CAPO DELL'ARGENTIERA x VIA CAPO DELLE ARMI,3,0.0,0.0,41.741,12.2863,3.0
VIA DEI GINEPRI x VIA DELLE ACACIE,3,0.0,0.0,41.8887,12.5709,3.0
VIA SANDRO SANDRI x VIA SEBASTIANO SATTA,3,0.0,0.0,41.9043,12.551,3.0
VIA DEL CANALE DELLA LINGUA x VIALE CRISTOFORO COLOMBO,3,0.0,0.0,41.7727,12.39955,3.0
VIA PRINCIPE UMBERTO x VIALE MANZONI,3,0.0,0.0,41.8944,12.5098,3.0
VIA ATTILIO HORTIS x VIA SILVIO BENCO,2,0.0,0.0,41.8948,12.5483,2.0
VIA DI GROTTA PERFETTA x VIA POGGIO AMENO,2,0.0,0.0,41.84365,12.495249999999999,2.0
VIA ADRIANO BANCHIERI x VIA GIOVANNI BATTISTA PESCETTI,2,0.0,0.0,41.743,12.367999999999999,2.0
VIA DI LUNGHEZZINA x VIA GUIDO DONEGANI,2,0.0,0.0,41.92855,12.6937,2.0
VIA ASCONIO PEDIANO x VIA COLUMELLA,2,0.0,0.0,41.8661,12.5495,2.0
VIA DELLA BUFALOTTA x VIA FRANCO SIMONGINI,2,0.0,0.0,41.964150000000004,12.548449999999999,2.0
VIA DI GROTTA PERFETTA x VIA VITTORE CARPACCIO,2,0.0,0.0,41.842150000000004,12.49685,2.0
VIA ADONE FINARDI x VIALE DEI ROMANISTI,2,0.0,0.0,41.8667,12.5783,2.0
VIA ANAGNINA x VIA DELLA MOLA CAVONA,2,0.0,0.0,41.8036,12.6368,2.0
VIA NOMENTANA x VIA POGGIO BRACCIOLINI,2,0.0,0.0,41.959,12.5737,2.0
VIA LEONARDO MELLANO x VIA POLINAGO,2,0.0,0.0,41.7776,12.37325,2.0
VIA DI MONTE STALLONARA x VIA NUXIS,2,0.0,0.0,41.8363,12.3446,2.0
VIA AMALIA BETTINI x VIA ROSINA ANSELMI,2,0.0,0.0,41.9658,12.5319,2.0
VIA DELLA CACCIUTA x VIALE DI CASTEL PORZIANO,2,0.0,0.0,41.7308,12.3491,2.0
LUNGOTEVERE IN AUGUSTA x VIA DELL'ARA PACIS,2,0.0,0.0,41.90715,12.47495,2.0
VIA AVERSA x VIA MADDALONI,2,0.0,0.0,41.8913,12.5437,2.0
VIA AURELIA x VIA DEI CASALI SANTOVETTI,2,0.0,0.0,41.88915,12.4052,2.0
PIAZZA ENRICO MILLO x VIA ERMANNO CARLOTTO,2,0.0,0.0,41.7324,12.2898,2.0
VIA DELL'AGONISTICA x VIALE DELLA MOSCHEA,2,0.0,0.0,41.9339,12.4932,2.0
PIAZZA ETTORE VIOLA x VIA WALTER PROCACCINI,2,0.0,0.0,41.8458,12.5854,2.0
VIA LAURENTINA x VIALE IGNAZIO SILONE,2,0.0,0.0,41.81335,12.48095,2.0
LUNGOTEVERE FLAMINIO x VIA CESARE FRACASSINI,2,0.0,0.0,41.92315,12.46865,2.0
VIA DI VALLERANO x VIA PONTINA,2,0.0,0.0,41.78745,12.458300000000001,2.0
VIA GIUSEPPE PRINA x VIA SUVERETO,2,0.0,0.0,41.9564,12.52085,2.0
VIA DI MARCO SIMONE x VIA LUDOVICO MURATORI,2,0.0,0.0,41.9444,12.6449,2.0
VIA LEPANTO x VIALE DELLE MILIZIE,2,0.0,0.0,41.9122,12.463799999999999,2.0
VIA ASSISI x VIA TUSCOLANA,2,0.0,0.0,41.8781,12.52395,2.0
VIA LAURENTINA x VIALE OCEANO ATLANTICO,2,0.0,0.0,41.82115,12.47565,2.0
VIA AUGUSTO GENINA x VIALE FRANCESCO PASINETTI,2,0.0,0.0,41.96185,12.5367,2.0
VIA DELL'ARCADIA x VIALE DELLE ACCADEMIE,2,0.0,0.0,41.852450000000005,12.49115,2.0
VIA LAUREGNO x VIA TORCEGNO,2,0.0,0.0,41.7333,12.3759,2.0
VIA AUGUSTO GRAZIANI x VIA DI CASAL SELCE,2,0.0,0.0,41.91515,12.352250000000002,2.0
VIA AFFILE x VIA MONTE FLAVIO,2,0.0,0.0,41.9328,12.6157,2.0
VIA ADRANO x VIA CAMPO BRUNO,2,0.0,0.0,41.85995,12.6834,2.0
VIA LIDIA x VIA SEGESTA,2,0.0,0.0,41.8729,12.5105,2.0
PIAZZA EUCLIDE x VIA FILIPPO CIVININI,2,0.0,0.0,41.9269,12.4811,2.0
VIA ISONZO x VIA PO,2,0.0,0.0,41.9151,12.4959,2.0
PIAZZA ANTONIO MEUCCI x VIA GEROLAMO CARDANO,2,0.0,0.0,41.8618,12.4631,2.0
VIA AGOSTINO CHIGI x VIA FEDERICO BAZZINI,2,0.0,0.0,41.758449999999996,12.3154,2.0
VIA ARZANA x VIA PORTUENSE,2,0.0,0.0,41.8469,12.414,2.0
VIA MATTEO BANDELLO x VIALE JONIO,2,0.0,0.0,41.9442,12.53605,2.0
PIAZZA CAVOUR x VIA CICERONE,2,0.0,0.0,41.905,12.47,2.0
VIA ANTONINO GIUFFRE' x VIA DI TRIGORIA,2,0.0,0.0,41.7708,12.4795,2.0
VIA DI SELVA NERA x VIA IRMA BANDIERA,2,0.0,0.0,41.9393,12.3667,2.0
VIA ALFONSO SPLENDORE x VIA PIO BASTAI,2,0.0,0.0,41.9089,12.388300000000001,2.0
VIA ANTONINO DI GIORGIO x VIA DEGLI ORTI DELLA FARNESINA,2,0.0,0.0,41.941,12.46355,2.0
VIA DELLE ACACIE x VIA DELLE RESEDE,2,0.0,0.0,41.8871,12.563,2.0
VIA ANTON GIULIO BRAGAGLIA x VIA CASSIA,2,0.0,0.0,41.98865,12.41705,2.0
VIA ANTIFILO x VIA DEL CANALE DELLA LINGUA,2,0.0,0.0,41.74725,12.33345,2.0
VIA LACEDONIA x VIA PRENESTINA,2,0.0,0.0,41.8934,12.6223,2.0
PIAZZA DI S. EMERENZIANA x VIALE ERITREA,2,0.0,0.0,41.9291,12.5161,2.0
VIA DI ROCCA CENCIA x VIA POLENSE,2,0.0,0.0,41.882949999999994,12.6935,2.0
VIA APPIA NUOVA x VIA DI TORRE DEL FISCALE,2,0.0,0.0,41.85535,12.5396,2.0
PIAZZA DEI TRIBUNI x VIALE DEI CONSOLI,2,0.0,0.0,41.8648,12.550699999999999,2.0
VIA DI BOCCEA x VIA DI TORREVECCHIA,2,0.0,0.0,41.91915,12.3985,2.0
VIA APPIA NUOVA x VIA MONTE ALBINO,2,0.0,0.0,41.85725,12.5368,2.0
PIAZZA CAMILLO FINOCCHIARO APRILE x VIA APPIA NUOVA,2,0.0,0.0,41.8766,12.52025,2.0
VIA DI TOR CERVARA x VIA RAFFAELE COSTI,2,0.0,0.0,41.9087,12.58855,2.0
VIA DI TOR CERVARA x VIA SALVIATI,2,0.0,0.0,41.9077,12.58885,2.0
VIA DI ROCCA CENCIA x VIA GUASILA,2,0.0,0.0,41.88135,12.693950000000001,2.0
VIA LUZZANA x VIA SEDRINA,2,0.0,0.0,41.9432,12.3823,2.0
PIAZZA BUENOS AIRES x VIA TAGLIAMENTO,2,0.0,0.0,41.9182,12.5002,2.0
VIA DELLA STAZIONE DI S. PIETRO x VIA DI PORTA CAVALLEGGERI,2,0.0,0.0,41.9002,12.45705,2.0
PIAZZA DI PORTA CAPENA x VIA DI S. GREGORIO,2,0.0,0.0,41.8848,12.4893,2.0
VIA DI BOCCEA x VIA MOMBARUZZO,2,0.0,0.0,41.91865,12.377749999999999,2.0
VIA ALESSANDRO D'ASTE x VIALE CAPITAN CASELLA,2,0.0,0.0,41.7291,12.291,2.0
VIA DELLE AZZORRE x VIA DELLE BALEARI,2,0.0,0.0,41.7395,12.277149999999999,2.0
VIA APPIA ANTICA x VIA ERODE ATTICO,2,0.0,0.0,41.834500000000006,12.5405,2.0
PIAZZA DI PORTA S. GIOVANNI x VIALE CARLO FELICE,2,0.0,0.0,41.8862,12.5089,2.0
VIA MARIA MONTESSORI x VIA TRIONFALE,2,0.0,0.0,41.9383,12.430299999999999,2.0
VIA ALESSANDRO VII x VIA FRANCESCO MARCONI,2,0.0,0.0,41.9239,12.42355,2.0
VIA ANTONIO FOGAZZARO x VIA TEOFILO FOLENGO,2,0.0,0.0,41.9416,12.5487,2.0
VIA DI S. ORSOLA x VIA LIVORNO,2,0.0,0.0,41.9153,12.5237,2.0
VIA DELLE PRORE x VIA DELLE QUINQUEREMI,2,0.0,0.0,41.72295,12.296800000000001,2.0
VIA DI S. VALENTINO x VIALE MARESCIALLO PILSUDSKI,2,0.0,0.0,41.92665,12.47425,2.0
PIAZZA CLEMENTE XI x VIA DEI MONTI DI PRIMAVALLE,2,0.0,0.0,41.9139,12.4146,2.0
VIA DELLO STATUTO x VIA MERULANA,2,0.0,0.0,41.895,12.5002,2.0
VIA DELLE MORATELLE x VIA DI PONTE GALERIA,2,0.0,0.0,41.8303,12.3412,2.0
PIAZZA CIVITELLA PAGANICO x VIA SUVERETO,2,0.0,0.0,41.9533,12.5173,2.0
VIA ANTONIO SEBASTIANI x VIALE PALMIRO TOGLIATTI,2,0.0,0.0,41.87520000000001,12.5704,2.0
VIA MAPUTO x VIALE DELL'OCEANO INDIANO,2,0.0,0.0,41.8234,12.446750000000002,2.0
VIA ANTONINO PIO x VIALE LEONARDO DA VINCI,2,0.0,0.0,41.8528,12.48035,2.0
VIA MARISA BELLISARIO x VIA PRENESTINA,2,0.0,0.0,41.8881,12.60585,2.0
VIA DELLE COMETE x VIA DI DECIMA,2,0.0,0.0,41.812650000000005,12.452449999999999,2.0
VIA ALFONSO ALBERGHETTI x VIA CRISTOFANO ROBETTA,2,0.0,0.0,41.8669,12.6251,2.0
VIA IGINO GIORDANI x VIA TRIVENTO,2,0.0,0.0,41.9072,12.5644,2.0
VIA AOSTA x VIA TUSCOLANA,2,0.0,0.0,41.8832,12.5146,2.0
VIA DELLE CAVE DI PIETRALATA x VIA TIBURTINA,2,0.0,0.0,41.9085,12.53675,2.0
VIA DELLE CASE ROSSE x VIA DI SALONE,2,0.0,0.0,41.92575,12.63005,2.0
VIA DELLE CALASANZIANE x VIA MATTIA BATTISTINI,2,0.0,0.0,41.9185,12.4185,2.0
VIA DI ACQUA ACETOSA OSTIENSE x VIA DI DECIMA,2,0.0,0.0,41.8078,12.454,2.0
VIA LA SPEZIA x VIA POZZUOLI,2,0.0,0.0,41.8859,12.5128,2.0
PIAZZA DI PORTA MAGGIORE x VIA GIOVANNI GIOLITTI,2,0.0,0.0,41.8915,12.51425,2.0
VIA APPIA PIGNATELLI x VIA ELIO ANDRISCO,2,0.0,0.0,41.8422,12.5423,2.0
VIA ALFREDO CAPPELLINI x VIA FILIPPO TURATI,2,0.0,0.0,41.8972,12.5046,2.0
VIA DELLA STAZIONE DI CESANO x VIA GIOVANNI PALATUCCI,2,0.0,0.0,42.0598,12.3241,2.0
VIA ARMANDO BRASINI x VIA CRISTOFORO COLOMBO,2,0.0,0.0,41.79645,12.43765,2.0
VIA DI CASAL BOCCONE x VIA ROBERTO ROSSELLINI,2,0.0,0.0,41.95315,12.5607,2.0
VIA FRANCO SACCHETTI x VIA RENATO FUCINI,2,0.0,0.0,41.9497,12.5496,2.0
VIA ARISTIDE STADERINI x VIA CARLO BUTTARELLI,2,0.0,0.0,41.8925,12.588249999999999,2.0
VIA LUIGI LUZZATTI x VIALE MANZONI,2,0.0,0.0,41.891949999999994,12.50855,2.0
VIA DELLA MAGLIANA x VIA LUIGI RAVA,2,0.0,0.0,41.8317,12.4196,2.0
VIA MURACCIO DI RISCHIARO x VIA PRENESTINA,2,0.0,0.0,41.89385,12.6062,2.0
VIA ARISTONICO D'ALESSANDRIA x VIA DI MACCHIA SAPONARA,2,0.0,0.0,41.7588,12.36265,2.0
VIA ANDRIA x VIA BORGHESIANA,2,0.0,0.0,41.8833,12.669799999999999,2.0
LUNGOTEVERE VITTORIO GASSMAN x VIA ANTONIO PACINOTTI,2,0.0,0.0,41.8692,12.4725,2.0
VIA ANDREA MELDOLA x VIA TOMMASO ARCIDIACONO,2,0.0,0.0,41.82299999999999,12.5099,2.0
PIAZZA DIGIONE x VIA LUIGI BELLOTTI BON,2,0.0,0.0,41.928200000000004,12.49125,2.0
VIA LUDOVICO DI BREME x VIA LUIGI CAPUANA,2,0.0,0.0,41.9474,12.5473,2.0
VIA ALBERTO CADLOLO x VIA CARLO EVANGELISTI,2,0.0,0.0,41.92115,12.44665,2.0
VIA ARMANDO CRISCIANI x VIA COSTANZO CASANA,2,0.0,0.0,41.7388,12.26935,2.0
VIA ARNO x VIA GARIGLIANO,2,0.0,0.0,41.91865,12.501,2.0
VIA LUCIO SESTIO x VIALE SPARTACO,2,0.0,0.0,41.85795,12.55535,2.0
VIA DI CASTEL DI LEVA x VIA RENATO CACCIOPPOLI,2,0.0,0.0,41.7869,12.5151,2.0
VIA LUCIO SESTIO x VIA SERVILIO ISARNICO,2,0.0,0.0,41.8572,12.5546,2.0
VIA NICOLO' FORTEGUERRI x VIA SAMPIERO DI BASTELICA,2,0.0,0.0,41.891,12.541,2.0
